,price,load_actual,Solar,Wind_Onshore,Wind_Offshore,residual_load,re_penetration,wind_share,solar_share,hour_cos,solar_peak_impact,price_lag_24h,price_lag_168h,hour_sin,is_weekend
2025-01-08 17:00:00+01:00,155.46,73677.53,25.1,19578.04,5297.71,48776.68,0.3379707490194093,0.3376300752753248,0.0003406737440845262,-0.25881904510252063,-6.496358032073268,96.03,0.07,-0.9659258262890683,0
2025-01-08 18:00:00+01:00,149.23,73211.27,20.42,19824.51,4406.4,48959.94000000001,0.33125132237154187,0.3309724035657351,0.0002789188058068109,-1.8369701987210297e-16,-3.751093145788343e-15,101.11,1.01,-1.0,0
2025-01-08 19:00:00+01:00,146.48,72052.22,18.07,19032.85,4065.53,48935.770000000004,0.3208291153277442,0.3205783249981749,0.00025079032956930406,0.2588190451025203,4.676860145002542,86.21,1.48,-0.9659258262890684,0
2025-01-08 20:00:00+01:00,136.86,68965.44,16.94,18011.79,3580.4,47356.31,0.31333273593266425,0.3130871056575584,0.00024563027510590815,0.5000000000000001,8.470000000000002,78.01,1.0,-0.8660254037844386,0
2025-01-08 21:00:00+01:00,127.86,64336.52,6.41,16175.91,2858.92,45295.28,0.2959631636899229,0.2958635313193813,9.963237054164572e-05,0.7071067811865474,4.5325544674057685,72.45,0.07,-0.7071067811865477,0
2025-01-08 22:00:00+01:00,115.92,61110.88,7.02,14474.93,2498.95,44129.979999999996,0.27787032358231467,0.2777554504206125,0.0001148731617021388,0.8660254037844384,6.079498334566757,72.45,10.05,-0.5000000000000004,0
2025-01-08 23:00:00+01:00,103.59,56537.89,6.57,14323.7,2187.4,40020.22,0.2921522186271897,0.2920360133708563,0.00011620525633340757,0.9659258262890681,6.346132678719178,50.04,7.01,-0.25881904510252157,0
2025-01-09 00:00:00+01:00,101.44,52827.92,5.85,13841.91,1836.71,37143.45,0.2968973603352167,0.29678662343700074,0.00011073689821594339,1.0,5.85,71.05,2.55,0.0,0
2025-01-09 01:00:00+01:00,100.0,50637.42,5.66,13765.39,1521.69,35344.68,0.3020047229894414,0.3018929479424505,0.0001117750469909407,0.9659258262890683,5.467140176796127,68.01,1.56,0.25881904510252074,0
2025-01-09 02:00:00+01:00,98.77,48984.94,5.49,13044.34,1133.77,34801.340000000004,0.28955021686257043,0.2894381416002551,0.00011207526231531568,0.8660254037844387,4.754479466776568,63.34,3.45,0.49999999999999994,0
2025-01-09 03:00:00+01:00,95.22,48715.16,5.12,12424.91,1168.52,35116.61,0.2791441103754971,0.2790390096224666,0.00010510075303047346,0.7071067811865476,3.620386719675124,57.01,7.02,0.7071067811865476,0
2025-01-09 04:00:00+01:00,98.28,48886.85,4.89,12912.74,971.81,34997.41,0.28411403066468793,0.28401400376583885,0.000100026898849077,0.5000000000000001,2.4450000000000003,66.29,12.75,0.8660254037844386,0
2025-01-09 05:00:00+01:00,102.65,51452.82,5.17,13101.57,823.81,37522.270000000004,0.2707441496889772,0.2706436692877086,0.00010048040126857964,0.25881904510252074,1.3380944631800322,72.07,30.07,0.9659258262890683,0
2025-01-09 06:00:00+01:00,133.54,56843.62,5.17,12671.37,1015.44,43151.64,0.24087100715964255,0.24078005587962203,9.095128002051944e-05,6.123233995736766e-17,3.165711975795908e-16,82.7,67.13,1.0,0
2025-01-09 07:00:00+01:00,148.8,63640.32,5.58,11795.66,1251.63,50587.45,0.20510377697660853,0.20501609671353005,8.768026307850118e-05,-0.25881904510252063,-1.444210271672065,100.73,98.83,0.9659258262890683,0
2025-01-09 08:00:00+01:00,164.88,67841.01,32.4,11346.5,748.93,55713.17999999999,0.17876841751029357,0.1782908302809761,0.0004775872293174881,-0.4999999999999998,-16.199999999999992,128.22,121.53,0.8660254037844387,0
2025-01-09 09:00:00+01:00,156.15,68532.71,1849.68,10906.0,1205.91,54571.12000000001,0.2037215513584681,0.17673181171443533,0.026989739644032753,-0.7071067811865475,-1307.9212710251331,108.18,127.23,0.7071067811865476,0
2025-01-09 10:00:00+01:00,147.64,69438.73,4676.16,10959.9,680.67,53122.0,0.23498024805465192,0.16763800259595762,0.06734224545869431,-0.8660254037844387,-4049.6733521606407,94.65,126.35,0.49999999999999994,0
2025-01-09 11:00:00+01:00,140.21,70309.8,6667.21,10380.03,694.12,52568.44,0.25233125396459666,0.15750507041692624,0.09482618354767045,-0.9659258262890682,-6440.030328292739,100.01,119.97,0.258819045102521,0
2025-01-09 12:00:00+01:00,128.18,70913.68,6598.74,10314.98,1373.79,52626.16999999999,0.25788409232182,0.1648309606834676,0.09305313163835244,-1.0,-6598.74,89.99,115.95,1.2246467991473532e-16,0
2025-01-09 13:00:00+01:00,121.15,71241.29,5292.11,11024.3,1360.61,53564.26999999999,0.2481288589805154,0.17384454997937293,0.07428430900114245,-0.9659258262890683,-5111.785724562641,97.2,113.9,-0.2588190451025208,0
2025-01-09 14:00:00+01:00,123.95,69540.18,3150.51,12282.28,1714.45,52392.93999999999,0.24658032234026434,0.2012754352951057,0.04530488704515865,-0.8660254037844388,-2728.4216948769126,110.19,122.21,-0.4999999999999997,0
2025-01-09 15:00:00+01:00,127.53,69309.64,1494.97,14399.44,1766.52,51648.71,0.2548120290337679,0.2332425907853511,0.021569438248416815,-0.7071067811865479,-1057.1034246704535,127.8,130.11,-0.7071067811865471,0
