,price,load_actual,Solar,Wind_Onshore,Wind_Offshore,residual_load,re_penetration,wind_share,solar_share,hour_cos,solar_peak_impact,price_lag_24h,price_lag_168h,hour_sin,is_weekend
2025-02-18 03:00:00+01:00,117.11,53942.138,5.14,5959.33,1017.03,46960.638,0.1294257190918165,0.1293304318045384,9.528728727808305e-05,0.7071067811865476,3.6345288552988544,125.52,74.89,0.7071067811865476,0
2025-02-18 04:00:00+01:00,115.66,54650.314,5.4,6459.59,1039.42,47145.903999999995,0.13731686884726774,0.13721805880200433,9.881004526341789e-05,0.5000000000000001,2.7000000000000006,128.94,77.45,0.8660254037844386,0
2025-02-18 05:00:00+01:00,121.93,56794.254,4.93,7088.03,1186.01,48515.284,0.14577126059266488,0.14568445603669694,8.680455596793295e-05,0.25881904510252074,1.2759778923554272,131.54,87.44,0.9659258262890683,0
2025-02-18 06:00:00+01:00,143.61,62353.972,14.8,7909.1,1412.54,53017.532,0.1497328830952421,0.14949552852863968,0.00023735456660242912,6.123233995736766e-17,9.062386313690414e-16,153.16,100.46,1.0,0
2025-02-18 07:00:00+01:00,190.34,69403.613,27.98,8560.66,1324.39,59490.583,0.14283161310348497,0.1424284640628147,0.00040314904067026024,-0.25881904510252063,-7.241756881968527,204.74,134.93,0.9659258262890683,0
2025-02-18 08:00:00+01:00,193.8,72125.378,3183.73,9278.57,1547.03,58116.047999999995,0.1942357931212506,0.15009418737465752,0.04414160574659311,-0.4999999999999998,-1591.8649999999993,209.79,155.53,0.8660254037844387,0
2025-02-18 09:00:00+01:00,143.53,72621.492,13045.97,7845.46,1453.69,50276.372,0.3076929347582118,0.12804955866233098,0.17964337609588082,-0.7071067811865475,-9224.893854156262,171.3,141.42,0.7071067811865476,0
2025-02-18 10:00:00+01:00,124.24,71623.536,23752.74,5155.58,1481.1,41234.115999999995,0.42429376846180844,0.09266060251479348,0.33163316594701503,-0.8660254037844387,-20570.47624948679,139.67,96.65,0.49999999999999994,0
2025-02-18 11:00:00+01:00,109.71,70454.214,31240.14,4673.18,1644.53,32896.36400000001,0.5330816691816332,0.08967114443999048,0.4434105247416428,-0.9659258262890682,-30175.65804288617,117.19,92.78,0.258819045102521,0
2025-02-18 12:00:00+01:00,96.41,68401.119,35247.66,4714.65,1741.97,26696.839,0.6097017214002011,0.09439348499547207,0.515308236404729,-1.0,-35247.66,109.47,97.68,1.2246467991473532e-16,0
2025-02-18 13:00:00+01:00,88.53,67197.951,35555.38,4658.8,1725.74,25258.031000000003,0.6241249826203777,0.09501093269942115,0.5291140499209567,-0.9659258262890683,-34343.85980552181,106.78,111.11,-0.2588190451025208,0
2025-02-18 14:00:00+01:00,98.35,66027.034,31954.49,5241.88,1874.38,26956.284,0.5917386808560869,0.10777797470048404,0.4839607061556029,-0.8660254037844388,-27673.400104975815,111.89,123.46,-0.4999999999999997,0
2025-02-18 15:00:00+01:00,110.0,65108.751,24164.85,6449.55,1912.2,32582.150999999998,0.4995733983593081,0.12842743673580836,0.3711459616234997,-0.7071067811865479,-17087.12930135575,132.27,143.69,-0.7071067811865471,0
2025-02-18 16:00:00+01:00,128.16,64751.098,12619.87,7322.6,2075.3,42733.327999999994,0.3400370137352729,0.14513885154503484,0.1948981621902381,-0.5000000000000004,-6309.935000000006,158.96,144.47,-0.8660254037844385,0
2025-02-18 17:00:00+01:00,177.61,66678.139,2123.13,8080.7,2323.22,54151.08899999999,0.1878734198025533,0.1560319492420147,0.03184147056053859,-0.25881904510252063,-549.5064792285146,222.92,159.97,-0.9659258262890683,0
2025-02-18 18:00:00+01:00,174.32,70593.505,50.44,11438.51,2881.19,56223.365000000005,0.2035617865977897,0.2028472732725199,0.0007145133252697963,-1.8369701987210297e-16,-9.265677682348873e-15,271.0,168.19,-1.0,0
2025-02-18 19:00:00+01:00,155.91,71366.354,28.25,15132.17,3935.49,52270.444,0.2675758103041105,0.2671799655058741,0.000395844798236435,0.2588190451025203,7.311638024146198,215.36,167.45,-0.9659258262890684,0
2025-02-18 20:00:00+01:00,142.42,69257.59,9.2,16052.23,4503.4,48692.759999999995,0.29693250949101757,0.2967996720648235,0.00013283742619400992,0.5000000000000001,4.6000000000000005,177.86,162.63,-0.8660254037844386,0
2025-02-18 21:00:00+01:00,129.41,65501.482,5.54,16595.65,4560.12,44340.172000000006,0.3230661254351466,0.32298154719613825,8.457823900839373e-05,0.7071067811865474,3.9173715677734724,155.19,148.75,-0.7071067811865477,0
2025-02-18 22:00:00+01:00,121.9,62287.772,5.75,16527.15,5454.6,40300.272,0.3529986591910849,0.3529063457270554,9.231346402950487e-05,0.8660254037844384,4.979646071760521,139.39,142.95,-0.5000000000000004,0
2025-02-18 23:00:00+01:00,114.45,59062.658,5.5,17017.43,5837.8,36201.928,0.38705894340210695,0.3869658219580974,9.312144400951274e-05,0.9659258262890681,5.312592044589874,129.57,128.24,-0.25881904510252157,0
2025-02-19 00:00:00+01:00,104.54,55684.198,6.7,17130.48,5476.13,33070.88799999999,0.4060992312397137,0.40597890985158847,0.0001203213881252272,1.0,6.7,132.95,129.13,0.0,0
2025-02-19 01:00:00+01:00,99.29,53831.195,6.33,17825.38,5261.1,30738.384999999995,0.42898564670540945,0.42886805689526314,0.00011758981014632873,0.9659258262890683,6.114310480409802,125.0,127.77,0.25881904510252074,0
2025-02-19 02:00:00+01:00,99.6,53187.56,6.47,17957.57,4789.61,30433.909999999996,0.42780022245803345,0.42767857747187504,0.00012164498615841749,0.8660254037844387,5.603184362485318,123.56,126.82,0.49999999999999994,0
2025-02-19 03:00:00+01:00,97.29,52955.115,6.52,18342.53,4610.85,29995.214999999997,0.4335728474954686,0.4334497243561835,0.00012312313928503413,0.7071067811865476,4.61033621333629,117.11,126.59,0.7071067811865476,0
2025-02-19 04:00:00+01:00,94.5,54340.831,7.07,18890.32,4554.39,30889.051,0.4315682989831348,0.43143819423740504,0.00013010474572978099,0.5000000000000001,3.535000000000001,115.66,128.74,0.8660254037844386,0
2025-02-19 05:00:00+01:00,97.48,56552.081,6.3,19511.83,4708.65,32325.301,0.4283976747027223,0.42828627296668365,0.0001114017360386791,0.25881904510252074,1.6305599841458807,121.93,131.24,0.9659258262890683,0
2025-02-19 06:00:00+01:00,115.0,62688.278,6.68,20737.26,4522.53,37421.808000000005,0.4030493547772998,0.4029427957807359,0.00010655899656391901,6.123233995736766e-17,4.0903203091521595e-16,143.61,151.13,1.0,0
2025-02-19 07:00:00+01:00,149.5,69124.836,21.78,21399.03,4817.5,42886.526,0.37957862207441617,0.37926353995255774,0.00031508212185848804,-0.25881904510252063,-5.6370788023328995,190.34,163.64,0.9659258262890683,0
2025-02-19 08:00:00+01:00,166.37,71082.909,4286.86,20759.95,5062.06,40974.039,0.4235739705025297,0.36326608411594413,0.06030788638658555,-0.4999999999999998,-2143.429999999999,193.8,180.0,0.8660254037844387,0
2025-02-19 09:00:00+01:00,128.76,72291.6,14885.76,18123.0,5656.93,33625.91,0.5348573001565881,0.3289445800065291,0.2059127201500589,-0.7071067811865475,-10525.82183911546,143.53,174.92,0.7071067811865476,0
2025-02-19 10:00:00+01:00,107.91,71959.036,25111.02,14566.45,5989.69,26291.87599999999,0.6346271787187368,0.2856644716585698,0.3489627070601669,-0.8660254037844387,-21746.781234939117,124.24,162.05,0.49999999999999994,0
2025-02-19 11:00:00+01:00,89.28,70374.11,32119.94,13152.89,6136.96,18964.32,0.7305213522416127,0.2741043545701679,0.4564169976714448,-0.9659258262890682,-31025.479584855293,109.71,144.01,0.258819045102521,0
2025-02-19 12:00:00+01:00,81.52,69839.546,35037.13,13714.19,5982.88,15105.346000000005,0.7837135711048293,0.28203319076558714,0.5016803803392421,-1.0,-35037.13,96.41,137.28,1.2246467991473532e-16,0
2025-02-19 13:00:00+01:00,82.74,68187.353,34639.55,13818.38,6081.38,13648.043000000005,0.7998449507198203,0.29183945591787375,0.5080054948019467,-0.9659258262890683,-33459.2359560315,88.53,142.03,-0.2588190451025208,0
2025-02-19 14:00:00+01:00,85.2,66988.828,30496.63,14117.75,5862.51,16511.937999999987,0.7535120632353802,0.2982625699915216,0.45524949324385855,-0.8660254037844388,-26410.85630981463,98.35,149.4,-0.4999999999999997,0
2025-02-19 15:00:00+01:00,90.63,66853.11,22937.72,16114.48,6211.6,21589.310000000005,0.6770634903896019,0.3339572384889798,0.34310625190062216,-0.7071067811865479,-16219.417356958304,110.0,159.67,-0.7071067811865471,0
2025-02-19 16:00:00+01:00,110.03,65869.667,11748.59,16985.94,5944.46,31190.677000000003,0.5264789026487715,0.3481177459117866,0.17836115673698488,-0.5000000000000004,-5874.2950000000055,128.16,173.21,-0.8660254037844385,0
2025-02-19 17:00:00+01:00,131.28,66912.443,1682.42,18384.21,5723.31,41122.503,0.3854281631893189,0.3602845587329699,0.025143604456349024,-0.25881904510252063,-435.4423378613828,177.61,184.59,-0.9659258262890683,0
2025-02-19 18:00:00+01:00,142.98,71555.621,33.04,23727.27,5835.06,41960.251,0.4135995130277746,0.4131377743196443,0.0004617387081302809,-1.8369701987210297e-16,-6.0693495365742816e-15,174.32,197.13,-1.0,0
2025-02-19 19:00:00+01:00,144.42,72374.832,36.88,27505.2,6113.2,38719.551999999996,0.4650135837275588,0.46450401432365335,0.0005095694039054903,0.2588190451025203,9.545246383380949,155.91,192.57,-0.9659258262890684,0
2025-02-19 20:00:00+01:00,120.9,69611.515,13.43,28130.88,6016.16,35451.045,0.49073016152571886,0.49053723367462987,0.00019292785108900447,0.5000000000000001,6.715000000000002,142.42,173.9,-0.8660254037844386,0
2025-02-19 21:00:00+01:00,113.75,65639.838,21.6,26623.58,6192.11,32802.548,0.5002646411162684,0.4999355726624432,0.0003290684538252517,0.7071067811865474,15.273506473629423,129.41,155.78,-0.7071067811865477,0
2025-02-19 22:00:00+01:00,107.13,62587.205,12.6,24229.38,5069.79,33275.435,0.4683348617341196,0.46813354263063833,0.00020131910348129462,0.8660254037844384,10.911920087683923,121.9,150.38,-0.5000000000000004,0
2025-02-19 23:00:00+01:00,99.81,58694.628,9.13,23073.27,5360.19,30252.037999999997,0.4845859147450428,0.48443036388270494,0.00015555086233786167,0.9659258262890681,8.818902794019193,114.45,141.81,-0.25881904510252157,0
2025-02-20 00:00:00+01:00,86.17,55871.801,7.47,22910.89,5338.58,27614.860999999997,0.505746002352779,0.5056123034229736,0.00013369892980539502,1.0,7.47,104.54,140.33,0.0,0
2025-02-20 01:00:00+01:00,85.2,54111.626,7.31,22916.27,5423.47,25764.575999999994,0.523862469037615,0.523727377920597,0.00013509111701799536,0.9659258262890683,7.060917790173089,99.29,137.75,0.25881904510252074,0
2025-02-20 02:00:00+01:00,84.56,53215.794,7.01,22036.4,5111.62,26060.764000000003,0.5102814025475219,0.5101496747375412,0.00013172780998062342,0.8660254037844387,6.070838080528915,99.6,140.79,0.49999999999999994,0
2025-02-20 03:00:00+01:00,83.64,53523.868,8.61,21016.46,5030.43,27468.368000000002,0.48680151441969777,0.4866406516061208,0.00016086281357692608,0.7071067811865476,6.088189386016174,97.29,136.59,0.7071067811865476,0
2025-02-20 04:00:00+01:00,82.18,54711.436,7.22,20781.78,5364.07,28558.366,0.4780183433679204,0.4778863782701664,0.00013196509775396866,0.5000000000000001,3.6100000000000008,94.5,140.0,0.8660254037844386,0
2025-02-20 05:00:00+01:00,83.84,56825.713,7.46,20323.9,5443.38,31050.973,0.45357530313785943,0.45344402453868027,0.0001312785991792131,0.25881904510252074,1.9307900764648047,97.48,142.0,0.9659258262890683,0
2025-02-20 06:00:00+01:00,86.31,62515.278,7.72,20614.41,5158.61,36734.538,0.41239103183704956,0.4122675420238874,0.00012348981316215213,6.123233995736766e-17,4.727136644708783e-16,115.0,159.99,1.0,0
2025-02-20 07:00:00+01:00,110.41,69230.823,23.05,19944.64,5260.59,44002.543000000005,0.3644082058651823,0.3640752616793245,0.0003329441858577934,-0.25881904510252063,-5.965778989613101,149.5,190.33,0.9659258262890683,0
2025-02-20 08:00:00+01:00,127.98,71704.293,3137.87,18606.44,6095.65,43864.333000000006,0.38826071404120804,0.3444994569572005,0.04376125708400751,-0.4999999999999998,-1568.9349999999993,166.37,222.36,0.8660254037844387,0
2025-02-20 09:00:00+01:00,105.87,72213.413,9471.7,15663.15,6018.54,41060.023,0.4314072511709147,0.3002446373778234,0.13116261379309133,-0.7071067811865475,-6697.503299364622,128.76,220.05,0.7071067811865476,0
2025-02-20 10:00:00+01:00,93.72,72356.719,15538.2,12713.6,5534.04,38570.87899999999,0.46693438379924335,0.25218998666868797,0.21474439713055538,-0.8660254037844387,-13456.475929083366,107.91,203.89,0.49999999999999994,0
2025-02-20 11:00:00+01:00,87.23,72294.082,20088.05,10780.57,5105.69,36319.772,0.4976107172921844,0.2197449578237953,0.27786575946838915,-0.9659258262890682,-19403.566294786116,89.28,184.68,0.258819045102521,0
2025-02-20 12:00:00+01:00,86.87,71163.918,22419.94,9643.55,5121.73,33978.698000000004,0.5225291277526344,0.20748267401466003,0.3150464537379743,-1.0,-22419.94,81.52,174.52,1.2246467991473532e-16,0
2025-02-20 13:00:00+01:00,84.51,70754.094,21743.33,9537.06,5448.7,34025.004,0.5191090426512988,0.21180060619531074,0.307308436455988,-0.9659258262890683,-21002.44399652589,82.74,170.1,-0.2588190451025208,0
2025-02-20 14:00:00+01:00,84.78,69120.695,18751.27,9936.88,5563.92,34868.62500000001,0.4955400115696174,0.22425700436027152,0.2712830072093459,-0.8660254037844388,-16239.076173221034,85.2,166.7,-0.4999999999999997,0
2025-02-20 15:00:00+01:00,90.05,68964.534,13182.99,10922.01,6051.62,38807.914000000004,0.43727722426138627,0.2461211439491493,0.19115608031223702,-0.7071067811865479,-9321.781625314448,90.63,170.1,-0.7071067811865471,0
2025-02-20 16:00:00+01:00,98.34,67193.085,6039.61,12141.22,6762.5,42249.755000000005,0.37121870502001797,0.2813343069454245,0.08988439807459353,-0.5000000000000004,-3019.8050000000026,110.03,182.0,-0.8660254037844385,0
2025-02-20 17:00:00+01:00,110.13,68117.421,1036.38,14206.8,7412.33,45461.911,0.3325949465996371,0.31738033652213576,0.015214610077501321,-0.25881904510252063,-268.23488196335035,131.28,213.05,-0.9659258262890683,0
2025-02-20 18:00:00+01:00,112.38,71783.344,25.48,17944.92,7856.77,45956.174,0.3597933526195157,0.3594383956255925,0.00035495699392327004,-1.8369701987210297e-16,-4.680600066341184e-15,142.98,207.17,-1.0,0
2025-02-20 19:00:00+01:00,122.45,71550.544,23.94,19895.81,7850.24,43780.554,0.38811710502159147,0.3877825163705255,0.0003345886510660213,0.2588190451025203,6.196127939754336,144.42,196.52,-0.9659258262890684,0
2025-02-20 20:00:00+01:00,105.91,69068.47,32.59,20720.92,7936.68,40378.28,0.41538765807321343,0.41491580745888823,0.0004718506143251762,0.5000000000000001,16.295000000000005,120.9,177.03,-0.8660254037844386,0
2025-02-20 21:00:00+01:00,92.41,64893.949,6.98,20402.85,7055.27,37428.849,0.4232305233882438,0.42312296328275534,0.00010756010548841773,0.7071067811865474,4.935605332682101,113.75,162.92,-0.7071067811865477,0
2025-02-20 22:00:00+01:00,90.84,61460.255,6.75,19007.8,7284.22,35161.485,0.42789881037753585,0.42778898330311194,0.00010982707442395089,0.8660254037844384,5.845671475544959,107.13,153.12,-0.5000000000000004,0
2025-02-20 23:00:00+01:00,83.0,57802.712,6.53,18846.45,7018.11,31931.622,0.44757571236449945,0.4474627418865745,0.0001129704779249804,0.9659258262890681,6.307495645667615,99.81,138.97,-0.25881904510252157,0
2025-02-21 00:00:00+01:00,75.51,54155.998,6.54,18963.45,6265.39,28920.618,0.46597571703876645,0.4658549547918958,0.00012076224687060517,1.0,6.54,86.17,139.21,0.0,0
2025-02-21 01:00:00+01:00,74.99,52648.813,6.66,18002.02,6616.77,28023.363,0.4677303930859752,0.4676038945075552,0.00012649857841999211,0.9659258262890683,6.433066003085195,85.2,132.8,0.25881904510252074,0
2025-02-21 02:00:00+01:00,79.8,50607.735,7.58,16395.32,6326.93,27877.905,0.44913746880788086,0.44898768933247063,0.00014977947541023126,0.8660254037844387,6.5644725606860455,84.56,128.5,0.49999999999999994,0
2025-02-21 03:00:00+01:00,83.4,50687.476,7.38,14978.88,6384.92,29316.296000000002,0.42162643884655054,0.42148084075048436,0.00014559809606617618,0.7071067811865476,5.2184480451567214,83.64,127.65,0.7071067811865476,0
2025-02-21 04:00:00+01:00,82.4,51195.322,6.66,14487.11,6235.7,30465.852,0.40490945637572123,0.4047793663647628,0.00013009001095842313,0.5000000000000001,3.330000000000001,82.18,129.58,0.8660254037844386,0
2025-02-21 05:00:00+01:00,82.03,53102.816,6.52,14302.36,5927.64,32866.296,0.3810818620240403,0.3809590813413737,0.00012278068266662168,0.25881904510252074,1.6875001740684352,83.84,139.59,0.9659258262890683,0
2025-02-21 06:00:00+01:00,106.47,58782.824,5.75,14219.27,5759.91,38797.894,0.339979072798544,0.33988125510948575,9.781768905828682e-05,6.123233995736766e-17,3.5208595475486404e-16,86.31,162.89,1.0,0
2025-02-21 07:00:00+01:00,152.5,64574.43,17.11,13701.71,5700.48,45155.130000000005,0.3007273931802418,0.3004624276203444,0.0002649655598973154,-0.25881904510252063,-4.428393861704127,110.41,227.08,0.9659258262890683,0
2025-02-21 08:00:00+01:00,145.21,67220.43,2266.02,13748.89,5748.46,45457.06,0.3237612434195973,0.2900509562345852,0.03371028718501206,-0.4999999999999998,-1133.0099999999995,127.98,265.64,0.8660254037844387,0
2025-02-21 09:00:00+01:00,120.98,68330.479,7854.58,12804.96,5832.49,41838.44900000001,0.3877044386005255,0.27275456388941743,0.11494987471110804,-0.7071067811865475,-5554.026781372232,105.87,215.11,0.7071067811865476,0
2025-02-21 10:00:00+01:00,98.68,68473.128,15191.9,10777.5,5546.07,36957.657999999996,0.4602604104781076,0.23839381194911966,0.2218665985289879,-0.8660254037844387,-13156.571331752813,93.72,181.03,0.49999999999999994,0
2025-02-21 11:00:00+01:00,83.4,67786.758,22107.51,8621.37,5933.82,31124.058000000005,0.5408534215487927,0.21472025554017496,0.32613316600861775,-0.9659258262890682,-21354.21486394384,87.23,163.01,0.258819045102521,0
2025-02-21 12:00:00+01:00,78.0,65924.491,26554.4,7412.82,6016.26,25941.01099999999,0.6065041897706879,0.20370396185539,0.4028002279152979,-1.0,-26554.4,86.87,149.86,1.2246467991473532e-16,0
2025-02-21 13:00:00+01:00,76.41,63892.42,27970.82,7531.44,5928.24,22461.92,0.6484415522216876,0.21066160899837572,0.43777994322331193,-0.9659258262890683,-27017.737420482797,84.51,148.61,-0.2588190451025208,0
2025-02-21 14:00:00+01:00,79.52,61336.649,26026.61,8331.71,5773.85,21204.479,0.6542934877319431,0.2299695244192424,0.4243239633127007,-0.8660254037844388,-22539.705434390115,84.78,155.8,-0.4999999999999997,0
2025-02-21 15:00:00+01:00,82.94,61014.824,19861.3,9903.15,5750.12,25500.254,0.5820646143304453,0.2565486380817881,0.3255159762486572,-0.7071067811865479,-14044.059913180383,90.05,175.06,-0.7071067811865471,0
2025-02-21 16:00:00+01:00,103.47,61087.818,10246.93,11971.94,6120.09,32748.857999999997,0.46390525849196323,0.2961642859792438,0.16774097251271933,-0.5000000000000004,-5123.465000000005,98.34,200.0,-0.8660254037844385,0
2025-02-21 17:00:00+01:00,103.45,63382.304,1947.45,16013.46,6577.93,38843.46399999999,0.3871560112425071,0.356430558283271,0.03072545295923607,-0.25881904510252063,-504.0371493849038,110.13,298.91,-0.9659258262890683,0
2025-02-21 18:00:00+01:00,101.98,67385.321,37.49,23138.63,6911.65,37297.55099999999,0.4465033267408492,0.4459469741191854,0.0005563526216637004,-1.8369701987210297e-16,-6.8868012750051406e-15,112.38,293.06,-1.0,0
2025-02-21 19:00:00+01:00,81.95,67411.928,11.65,27931.59,6681.66,32787.028,0.513631652843396,0.5134588347628924,0.00017281808050349784,0.2588190451025203,3.0152418754443615,122.45,225.7,-0.9659258262890684,0
2025-02-21 20:00:00+01:00,80.25,64477.081,17.47,29408.69,6053.92,28997.000999999997,0.5502742904878092,0.5500033414974229,0.0002709489903862118,0.5000000000000001,8.735000000000001,105.91,183.55,-0.8660254037844386,0
2025-02-21 21:00:00+01:00,70.85,60630.028,14.99,28953.13,6062.13,25599.778,0.5777706386676912,0.5775234014406195,0.00024723722707170777,0.7071067811865474,10.599530649986345,92.41,163.79,-0.7071067811865477,0
2025-02-21 22:00:00+01:00,70.64,56563.526,9.32,26843.34,5840.06,23870.805999999997,0.5779823556261326,0.5778175851342789,0.000164770491853708,0.8660254037844384,8.071356763270966,90.84,153.0,-0.5000000000000004,0
2025-02-21 23:00:00+01:00,64.33,53114.191,7.1,25888.27,5269.06,21949.761,0.5867439456999355,0.5866102714432759,0.00013367425665958087,0.9659258262890681,6.858073366652383,83.0,140.03,-0.25881904510252157,0
2025-02-22 00:00:00+01:00,50.99,50841.647,6.73,26118.29,5561.57,19155.056999999997,0.6232408245940577,0.6231084528005161,0.00013237179354162152,1.0,6.73,75.51,135.29,0.0,1
2025-02-22 01:00:00+01:00,48.62,49197.318,6.13,25785.71,5886.67,17518.807999999997,0.6439072552694844,0.6437826549813142,0.00012460028817018034,0.9659258262890683,5.921125315151989,74.99,130.34,0.25881904510252074,1
2025-02-22 02:00:00+01:00,47.96,47722.065,5.84,24913.6,5533.26,17269.365000000005,0.6381262001130923,0.6380038248554416,0.0001223752576507324,0.8660254037844387,5.057588358101122,79.8,120.0,0.49999999999999994,1
2025-02-22 03:00:00+01:00,42.62,47237.859,5.86,24321.64,5546.32,17364.038999999997,0.6324126586685481,0.632288605628803,0.00012405303974509093,0.7071067811865476,4.143645737753169,83.4,118.24,0.7071067811865476,1
2025-02-22 04:00:00+01:00,41.2,47179.827,5.86,24440.88,5198.76,17534.326999999997,0.6283511806857622,0.6282269750586411,0.00012420562712109988,0.5000000000000001,2.9300000000000006,82.4,118.45,0.8660254037844386,1
2025-02-22 05:00:00+01:00,49.15,47761.742,8.66,24016.74,5062.68,18673.661999999997,0.6090246875836314,0.6088433709139002,0.0001813166697311836,0.25881904510252074,2.2413729305878296,82.03,120.37,0.9659258262890683,1
2025-02-22 06:00:00+01:00,49.11,49026.534,5.8,24088.75,5849.05,19082.934,0.6107631430767674,0.6106448397922644,0.00011830328450304074,6.123233995736766e-17,3.5514757175273243e-16,106.47,133.74,1.0,1
2025-02-22 07:00:00+01:00,61.22,50718.798,69.03,23809.7,6548.5,20291.568000000003,0.5999201716097451,0.5985591377776737,0.0013610338320714935,-0.25881904510252063,-17.866278683426998,152.5,148.58,0.9659258262890683,1
2025-02-22 08:00:00+01:00,68.25,53763.831,4221.14,22723.67,6771.27,20047.750999999997,0.6271145372806488,0.5486019030154305,0.0785126342652182,-0.4999999999999998,-2110.5699999999993,145.21,150.67,0.8660254037844387,1
2025-02-22 09:00:00+01:00,67.74,56787.741,11127.74,20588.52,6893.39,18178.091,0.6798940989746362,0.48394089139766977,0.1959532075769663,-0.7071067811865475,-7868.500413280792,120.98,137.01,0.7071067811865476,1
2025-02-22 10:00:00+01:00,53.21,58872.095,17625.89,17159.24,7073.55,17013.414999999994,0.7110105390338157,0.411617592341499,0.2993929466923166,-0.8660254037844387,-15264.4685043101,98.68,124.59,0.49999999999999994,1
2025-02-22 11:00:00+01:00,47.13,58769.823,22333.35,14495.37,6985.23,14955.873,0.7455178144742753,0.3655039083578659,0.38001390611640945,-0.9659258262890682,-21572.35955255296,83.4,118.36,0.258819045102521,1
2025-02-22 12:00:00+01:00,40.4,59617.555,24269.99,12999.84,6902.6,15445.125,0.7409299156934565,0.3338352268891269,0.40709468880432953,-1.0,-24269.99,78.0,112.39,1.2246467991473532e-16,1
2025-02-22 13:00:00+01:00,52.69,58316.488,23142.09,12533.78,6573.86,16066.757999999994,0.7244903019537117,0.3276541618898587,0.396836140063853,-0.9659258262890683,-22353.542405305983,76.41,110.01,-0.2588190451025208,1
2025-02-22 14:00:00+01:00,68.0,55470.343,19009.49,12623.06,6298.78,17539.013,0.6838127898361833,0.3411163331007346,0.34269645673544874,-0.8660254037844388,-16462.701252986255,79.52,116.15,-0.4999999999999997,1
2025-02-22 15:00:00+01:00,85.6,53464.933,12514.82,12728.73,5230.2,22991.182999999997,0.569976399297087,0.3359011036261843,0.23407529567090266,-0.7071067811865479,-8849.314087329034,82.94,128.83,-0.7071067811865471,1
2025-02-22 16:00:00+01:00,100.95,53799.622,5699.16,13322.95,5100.12,29677.392000000003,0.4483717376304242,0.34243865133476215,0.10593308629566207,-0.5000000000000004,-2849.5800000000027,103.47,145.89,-0.8660254037844385,1
2025-02-22 17:00:00+01:00,108.38,56183.459,1085.47,15225.92,5103.38,34768.689,0.3811579133993868,0.3618378142221539,0.01932009917723293,-0.25881904510252063,-280.94030888743305,103.45,164.54,-0.9659258262890683,1
2025-02-22 18:00:00+01:00,106.98,59735.879,33.48,18236.84,4723.92,36741.639,0.3849318095746109,0.38437134238871756,0.0005604671858934225,-1.8369701987210297e-16,-6.150176225318007e-15,101.98,174.7,-1.0,1
2025-02-22 19:00:00+01:00,115.18,59020.832,53.11,19551.53,4181.21,35234.982,0.4030077041272478,0.4021078523596549,0.000899851767592839,0.2588190451025203,13.745879485394854,81.95,164.76,-0.9659258262890684,1
2025-02-22 20:00:00+01:00,103.0,55997.893,28.69,20724.3,3497.5,31747.403,0.43306075819674145,0.432548417491351,0.0005123407053904689,0.5000000000000001,14.345000000000004,80.25,149.65,-0.8660254037844386,1
2025-02-22 21:00:00+01:00,101.58,52839.952,15.34,20636.02,2710.81,29477.781999999996,0.4421307952740003,0.4418404846393502,0.0002903106346500845,0.7071067811865474,10.847018023401636,70.85,128.31,-0.7071067811865477,1
2025-02-22 22:00:00+01:00,94.27,51443.379,11.93,19017.36,3125.7,29288.389,0.4306674722902631,0.4304355668394178,0.00023190545084528759,0.8660254037844384,10.331683067148349,70.64,132.37,-0.5000000000000004,1
2025-02-22 23:00:00+01:00,83.51,48670.671,6.57,18728.02,3055.62,26880.461000000003,0.4477072033792178,0.44757221448621487,0.00013498889300293394,0.9659258262890681,6.346132678719178,64.33,124.54,-0.25881904510252157,1
2025-02-23 00:00:00+01:00,91.1,45031.911,17.74,18381.43,2675.7,23957.040999999997,0.46799857105775505,0.46760462819354925,0.00039394286420578505,1.0,17.74,50.99,134.11,0.0,1
2025-02-23 01:00:00+01:00,84.99,42456.577,6.75,17167.7,2276.07,23006.056999999997,0.45812737093713424,0.45796838496895315,0.00015898596818109007,0.9659258262890683,6.519999327451211,48.62,128.9,0.25881904510252074,1
2025-02-23 02:00:00+01:00,86.21,40925.237,5.56,15574.25,1893.19,23452.237,0.42694926849171333,0.42681341100113845,0.0001358574905748255,0.8660254037844387,4.815101245041479,47.96,123.57,0.49999999999999994,1
2025-02-23 03:00:00+01:00,83.63,40781.699,6.04,14547.64,1894.75,24333.269,0.4033287087916568,0.4031806031426008,0.00014810564905596503,0.7071067811865476,4.270924958366748,42.62,119.9,0.7071067811865476,1
2025-02-23 04:00:00+01:00,85.77,40985.954,5.37,13752.93,2436.54,24791.113999999998,0.395131463818068,0.3950004433226076,0.00013102049546046923,0.5000000000000001,2.6850000000000005,41.2,119.57,0.8660254037844386,1
2025-02-23 05:00:00+01:00,87.33,41215.057,5.85,13297.81,1907.82,26003.577,0.3690757967409823,0.36893385832269987,0.00014193841828242528,0.25881904510252074,1.5140914138497463,49.15,120.18,0.9659258262890683,1
2025-02-23 06:00:00+01:00,87.7,41475.32,6.44,12827.72,1714.3,26926.86,0.3507739060241126,0.3506186329605172,0.00015527306359541047,6.123233995736766e-17,3.9433626932544775e-16,49.11,119.92,1.0,1
