,price,load_actual,Solar,Wind_Onshore,Wind_Offshore
2025-01-01 01:00:00+01:00,1.6,47667.03,9.93,33260.24,2252.6
2025-01-01 02:00:00+01:00,0.0,46687.66,9.34,33789.14,2676.36
2025-01-01 03:00:00+01:00,-0.01,45329.16,9.98,32742.62,1805.15
2025-01-01 04:00:00+01:00,-0.01,44161.59,9.38,33096.77,1424.04
2025-01-01 05:00:00+01:00,-0.06,44416.46,9.71,33485.5,1267.05
2025-01-01 06:00:00+01:00,-0.09,43836.8,10.4,35503.19,935.15
2025-01-01 07:00:00+01:00,-0.01,43645.45,10.82,36016.31,1257.48
2025-01-01 08:00:00+01:00,-0.01,45529.98,43.57,35908.17,2305.84
2025-01-01 09:00:00+01:00,-0.04,47350.81,2614.39,34742.44,2238.3
2025-01-01 10:00:00+01:00,-0.03,49838.42,6482.03,35790.21,2169.55
2025-01-01 11:00:00+01:00,-0.1,51941.84,10198.45,36385.72,1840.32
2025-01-01 12:00:00+01:00,-0.05,53587.95,12104.7,36265.79,2034.11
2025-01-01 13:00:00+01:00,-0.1,53331.12,11644.95,37534.27,2299.37
2025-01-01 14:00:00+01:00,-1.01,51544.53,8535.2,37969.29,3002.83
2025-01-01 15:00:00+01:00,-0.01,52151.92,4366.45,40053.0,4450.43
2025-01-01 16:00:00+01:00,-0.01,53307.96,570.37,41452.02,4611.18
2025-01-01 17:00:00+01:00,0.07,55625.1,21.69,43032.75,4499.46
2025-01-01 18:00:00+01:00,1.01,57033.78,15.5,44483.96,4049.96
2025-01-01 19:00:00+01:00,1.48,55985.21,13.45,43807.68,3548.24
2025-01-01 20:00:00+01:00,1.0,53754.08,13.56,43192.73,3974.95
2025-01-01 21:00:00+01:00,0.07,52034.79,11.55,42248.71,4055.66
2025-01-01 22:00:00+01:00,10.05,49945.39,10.2,39706.19,3986.15
2025-01-01 23:00:00+01:00,7.01,47561.74,9.61,40133.03,3977.54
2025-01-02 00:00:00+01:00,2.55,45318.29,9.77,38858.59,4196.86
2025-01-02 01:00:00+01:00,1.56,42758.12,6.69,36677.76,4597.0
2025-01-02 02:00:00+01:00,3.45,41688.94,6.63,34502.51,5110.91
2025-01-02 03:00:00+01:00,7.02,41402.3,6.28,33670.37,5615.2
2025-01-02 04:00:00+01:00,12.75,42486.6,6.27,31157.97,4998.91
2025-01-02 05:00:00+01:00,30.07,43210.2,5.89,30215.3,4589.44
2025-01-02 06:00:00+01:00,67.13,48338.78,5.49,29612.41,5474.83
2025-01-02 07:00:00+01:00,98.83,52832.78,6.92,25882.88,5971.35
2025-01-02 08:00:00+01:00,121.53,56840.29,14.43,23353.77,5843.72
2025-01-02 09:00:00+01:00,127.23,59373.98,924.58,20141.17,5997.39
2025-01-02 10:00:00+01:00,126.35,60149.82,3029.41,16224.2,5761.68
2025-01-02 11:00:00+01:00,119.97,61001.9,5571.52,13646.07,4874.77
2025-01-02 12:00:00+01:00,115.95,62352.51,6713.7,11849.74,5140.93
2025-01-02 13:00:00+01:00,113.9,62427.13,6534.53,11844.56,5580.66
2025-01-02 14:00:00+01:00,122.21,61142.78,4545.36,11723.01,4965.86
2025-01-02 15:00:00+01:00,130.11,60192.98,1915.95,11249.74,4956.98
2025-01-02 16:00:00+01:00,138.59,60570.44,134.26,12543.51,5407.89
2025-01-02 17:00:00+01:00,152.87,62598.73,18.46,13973.74,5804.85
2025-01-02 18:00:00+01:00,152.94,64046.77,36.42,15465.44,5923.53
2025-01-02 19:00:00+01:00,139.15,63196.57,36.16,17097.93,5973.97
2025-01-02 20:00:00+01:00,130.0,60694.75,11.51,18930.33,5881.56
2025-01-02 21:00:00+01:00,119.78,57536.29,6.06,18869.64,5679.75
2025-01-02 22:00:00+01:00,113.42,55782.13,13.17,18257.0,6289.59
2025-01-02 23:00:00+01:00,82.47,52885.92,8.02,18493.94,6177.77
2025-01-03 00:00:00+01:00,99.56,49020.22,6.99,19007.32,6173.39
2025-01-03 01:00:00+01:00,87.53,46708.82,7.4,19308.68,6088.9
2025-01-03 02:00:00+01:00,85.01,45874.32,6.34,19825.66,6096.87
2025-01-03 03:00:00+01:00,83.79,46468.07,8.71,20548.69,5963.43
2025-01-03 04:00:00+01:00,77.5,47150.03,7.45,22287.51,5296.46
2025-01-03 05:00:00+01:00,79.88,48573.41,7.74,24352.35,4450.83
2025-01-03 06:00:00+01:00,83.56,52034.9,14.7,28142.28,3012.27
2025-01-03 07:00:00+01:00,78.43,55357.96,17.75,30507.85,1610.96
2025-01-03 08:00:00+01:00,82.57,59204.41,22.61,32796.66,1679.48
2025-01-03 09:00:00+01:00,80.76,60929.24,841.59,33741.17,1978.54
2025-01-03 10:00:00+01:00,77.64,62018.01,3154.23,34285.27,1483.21
2025-01-03 11:00:00+01:00,70.48,63006.63,5716.48,35635.65,1105.55
2025-01-03 12:00:00+01:00,69.94,64550.14,6707.92,36187.85,952.57
2025-01-03 13:00:00+01:00,77.8,63504.9,6289.24,35178.11,1360.77
2025-01-03 14:00:00+01:00,78.81,63349.95,4879.57,33909.37,3055.22
2025-01-03 15:00:00+01:00,85.29,62906.79,2505.95,32328.56,3856.94
2025-01-03 16:00:00+01:00,105.51,63121.89,333.4,31173.86,4526.24
2025-01-03 17:00:00+01:00,116.66,65772.71,11.02,30079.38,5256.66
2025-01-03 18:00:00+01:00,115.06,65590.94,13.02,28046.24,4894.32
2025-01-03 19:00:00+01:00,114.91,64470.15,9.53,27483.37,5488.34
2025-01-03 20:00:00+01:00,113.3,61733.71,7.81,26848.86,6578.24
2025-01-03 21:00:00+01:00,107.8,59430.15,6.83,26329.57,6441.65
2025-01-03 22:00:00+01:00,98.22,57053.99,7.95,25402.54,5286.46
2025-01-03 23:00:00+01:00,88.57,54468.87,11.82,24170.07,4436.76
2025-01-04 00:00:00+01:00,90.43,51395.6,7.81,23131.66,3592.87
2025-01-04 01:00:00+01:00,90.29,49627.25,7.73,21574.17,3969.51
2025-01-04 02:00:00+01:00,90.2,47196.17,7.51,19597.36,2874.05
2025-01-04 03:00:00+01:00,91.52,46008.65,7.35,16350.69,2614.47
2025-01-04 04:00:00+01:00,95.95,45184.95,6.28,14603.97,1619.77
2025-01-04 05:00:00+01:00,102.11,44780.79,6.53,12114.0,1343.55
2025-01-04 06:00:00+01:00,110.66,44975.06,6.21,10367.03,1290.11
2025-01-04 07:00:00+01:00,119.96,46664.54,7.49,9300.02,1071.81
2025-01-04 08:00:00+01:00,128.39,49892.42,17.32,8801.22,1405.41
2025-01-04 09:00:00+01:00,130.75,53121.46,1219.52,7882.93,2357.54
2025-01-04 10:00:00+01:00,130.34,55173.14,3326.14,7234.05,2404.62
2025-01-04 11:00:00+01:00,128.29,57638.93,4987.57,7474.29,3172.54
2025-01-04 12:00:00+01:00,130.03,58904.16,5999.42,7205.16,2435.55
2025-01-04 13:00:00+01:00,129.85,58305.14,5569.76,7312.63,2644.24
2025-01-04 14:00:00+01:00,136.4,56990.45,4217.89,7623.27,2674.83
2025-01-04 15:00:00+01:00,138.72,56799.1,1969.07,7281.14,2594.38
2025-01-04 16:00:00+01:00,142.0,57951.23,214.88,7862.57,3070.92
2025-01-04 17:00:00+01:00,151.24,60735.93,15.48,8822.63,2699.56
2025-01-04 18:00:00+01:00,143.85,61516.59,19.1,9302.61,2543.91
2025-01-04 19:00:00+01:00,137.96,60310.31,8.85,10455.19,2282.38
2025-01-04 20:00:00+01:00,129.49,57573.44,8.83,10690.35,1985.27
2025-01-04 21:00:00+01:00,122.83,54365.79,8.31,10596.01,2081.89
2025-01-04 22:00:00+01:00,118.29,53891.12,6.4,10125.22,2447.38
2025-01-04 23:00:00+01:00,109.49,50738.66,6.7,9680.14,2419.11
2025-01-05 00:00:00+01:00,113.84,48320.21,13.61,8743.32,2205.45
2025-01-05 01:00:00+01:00,100.33,45019.09,6.9,8728.02,1931.71
2025-01-05 02:00:00+01:00,93.61,43599.77,8.61,8643.39,1793.82
2025-01-05 03:00:00+01:00,93.87,42460.6,6.19,8082.22,1229.2
2025-01-05 04:00:00+01:00,89.38,42119.62,6.87,7926.25,1008.22
2025-01-05 05:00:00+01:00,83.55,42267.4,6.17,9115.3,1089.38
2025-01-05 06:00:00+01:00,83.92,43605.83,5.73,10659.2,1863.86
2025-01-05 07:00:00+01:00,82.53,44735.36,6.36,11816.91,3101.11
2025-01-05 08:00:00+01:00,84.05,46572.86,9.63,14537.69,4231.34
2025-01-05 09:00:00+01:00,89.15,51085.72,164.8,17171.52,5389.04
2025-01-05 10:00:00+01:00,82.95,53815.8,707.04,19783.56,5845.44
2025-01-05 11:00:00+01:00,88.82,57038.1,1336.19,21917.95,6169.19
2025-01-05 12:00:00+01:00,81.66,58717.67,1917.15,23484.93,6207.93
2025-01-05 13:00:00+01:00,78.39,57309.31,2091.43,23808.23,6255.75
2025-01-05 14:00:00+01:00,68.0,55780.5,1702.02,25750.23,5790.71
2025-01-05 15:00:00+01:00,50.64,55882.99,867.39,27647.98,5053.95
2025-01-05 16:00:00+01:00,49.91,57430.48,173.34,30028.51,5475.98
2025-01-05 17:00:00+01:00,66.3,59913.74,14.89,31504.75,6166.3
2025-01-05 18:00:00+01:00,65.05,61069.9,12.33,31891.88,6173.71
2025-01-05 19:00:00+01:00,51.28,59652.66,9.76,31346.72,6468.81
2025-01-05 20:00:00+01:00,36.85,57523.39,12.33,30645.33,6091.37
2025-01-05 21:00:00+01:00,36.8,54453.11,6.22,30484.3,5708.22
2025-01-05 22:00:00+01:00,34.68,52360.0,6.1,28360.9,5405.79
2025-01-05 23:00:00+01:00,28.14,49688.39,7.12,28285.44,5220.66
2025-01-06 00:00:00+01:00,27.52,46988.95,6.14,28268.54,6282.81
2025-01-06 01:00:00+01:00,19.26,45073.62,6.75,28494.21,6660.2
2025-01-06 02:00:00+01:00,11.35,43364.73,6.19,29754.94,6265.41
2025-01-06 03:00:00+01:00,9.2,44232.22,5.97,31439.22,6532.33
2025-01-06 04:00:00+01:00,10.0,44776.83,8.15,32891.72,6623.08
2025-01-06 05:00:00+01:00,14.81,47523.07,7.72,34481.94,6710.93
2025-01-06 06:00:00+01:00,23.82,51629.62,9.33,36567.88,5935.71
2025-01-06 07:00:00+01:00,31.72,55221.35,11.01,38323.47,5656.86
2025-01-06 08:00:00+01:00,41.37,59209.22,15.93,39402.85,4853.62
2025-01-06 09:00:00+01:00,36.36,60965.77,1373.17,40106.81,4679.08
2025-01-06 10:00:00+01:00,34.69,63398.1,4059.93,40592.09,5326.32
2025-01-06 11:00:00+01:00,32.83,64032.93,6360.17,40615.81,6479.86
2025-01-06 12:00:00+01:00,31.28,64491.94,7968.42,41047.88,6611.36
2025-01-06 13:00:00+01:00,28.6,64329.02,8868.54,40998.46,6383.45
2025-01-06 14:00:00+01:00,25.61,62542.02,7212.2,40924.6,5947.94
2025-01-06 15:00:00+01:00,26.32,61476.42,3866.05,41158.84,5758.82
2025-01-06 16:00:00+01:00,26.87,61725.89,497.87,42796.68,5013.87
2025-01-06 17:00:00+01:00,31.66,64274.31,19.65,44922.7,3116.7
2025-01-06 18:00:00+01:00,31.58,64877.85,16.78,45433.13,1188.69
2025-01-06 19:00:00+01:00,28.74,63827.33,12.4,45157.16,948.75
2025-01-06 20:00:00+01:00,26.59,61888.99,11.36,45463.15,671.99
2025-01-06 21:00:00+01:00,13.82,58467.14,10.72,44803.02,490.9
2025-01-06 22:00:00+01:00,26.94,55303.19,9.06,40930.96,1078.4
2025-01-06 23:00:00+01:00,12.99,52530.2,9.44,40079.91,1883.88
2025-01-07 00:00:00+01:00,19.07,49507.13,9.44,39444.56,2713.84
2025-01-07 01:00:00+01:00,8.71,48700.19,9.16,38478.26,3420.89
2025-01-07 02:00:00+01:00,8.9,47253.76,8.59,38167.13,3302.42
2025-01-07 03:00:00+01:00,5.01,47223.07,8.38,38064.66,3395.85
2025-01-07 04:00:00+01:00,5.13,48304.19,8.25,37932.23,3485.84
2025-01-07 05:00:00+01:00,5.8,50259.79,8.06,37218.27,3504.67
2025-01-07 06:00:00+01:00,48.86,56624.26,10.43,39681.01,2495.49
2025-01-07 07:00:00+01:00,76.83,63684.59,11.34,38952.72,3125.49
2025-01-07 08:00:00+01:00,85.08,68314.24,30.34,38367.73,4003.95
2025-01-07 09:00:00+01:00,84.24,69220.31,1842.0,36975.65,4283.45
2025-01-07 10:00:00+01:00,75.25,69050.69,5383.42,35065.84,3864.92
2025-01-07 11:00:00+01:00,62.8,69345.06,8686.57,35687.98,3621.43
2025-01-07 12:00:00+01:00,62.44,70108.7,9936.87,36017.35,3950.61
2025-01-07 13:00:00+01:00,63.9,69171.02,9671.82,35576.24,4476.84
2025-01-07 14:00:00+01:00,72.56,69154.72,6909.93,34819.31,4887.09
2025-01-07 15:00:00+01:00,78.11,68168.39,3889.89,33454.89,4957.31
2025-01-07 16:00:00+01:00,79.98,68204.22,587.62,33329.77,4940.88
2025-01-07 17:00:00+01:00,96.03,71319.5,17.29,34706.92,5093.51
2025-01-07 18:00:00+01:00,101.11,71597.04,16.87,35513.1,4713.98
2025-01-07 19:00:00+01:00,86.21,70138.22,11.98,35748.16,4143.77
2025-01-07 20:00:00+01:00,78.01,66845.26,15.13,35686.9,3761.67
2025-01-07 21:00:00+01:00,72.45,64161.51,10.48,36766.84,3249.94
2025-01-07 22:00:00+01:00,72.45,60988.04,8.36,35017.39,3617.78
2025-01-07 23:00:00+01:00,50.04,56738.19,8.09,34565.86,3290.48
2025-01-08 00:00:00+01:00,71.05,53541.8,7.78,33728.25,3925.83
2025-01-08 01:00:00+01:00,68.01,51558.61,7.55,32295.73,4093.51
2025-01-08 02:00:00+01:00,63.34,50025.3,7.47,31096.83,3762.72
2025-01-08 03:00:00+01:00,57.01,50653.45,7.46,29789.99,3831.39
2025-01-08 04:00:00+01:00,66.29,51774.74,7.39,29436.48,3713.94
2025-01-08 05:00:00+01:00,72.07,54156.98,7.19,29689.66,3789.1
2025-01-08 06:00:00+01:00,82.7,60574.65,9.12,30776.29,3920.04
2025-01-08 07:00:00+01:00,100.73,67864.14,10.86,30457.18,4453.53
2025-01-08 08:00:00+01:00,128.22,71459.91,21.28,29927.5,5147.83
2025-01-08 09:00:00+01:00,108.18,72501.8,1217.3,28507.2,4759.42
2025-01-08 10:00:00+01:00,94.65,72431.15,3861.1,25803.43,4162.33
2025-01-08 11:00:00+01:00,100.01,71634.73,6583.06,24869.62,2756.83
2025-01-08 12:00:00+01:00,89.99,71967.09,7516.0,23675.44,2405.84
2025-01-08 13:00:00+01:00,97.2,72649.99,6667.24,22605.71,2695.88
2025-01-08 14:00:00+01:00,110.19,71558.68,4648.05,20391.26,3973.55
2025-01-08 15:00:00+01:00,127.8,70577.88,2013.41,17533.24,5251.33
2025-01-08 16:00:00+01:00,135.82,71302.38,198.09,18620.37,5333.29
2025-01-08 17:00:00+01:00,155.46,73677.53,25.1,19578.04,5297.71
2025-01-08 18:00:00+01:00,149.23,73211.27,20.42,19824.51,4406.4
2025-01-08 19:00:00+01:00,146.48,72052.22,18.07,19032.85,4065.53
2025-01-08 20:00:00+01:00,136.86,68965.44,16.94,18011.79,3580.4
2025-01-08 21:00:00+01:00,127.86,64336.52,6.41,16175.91,2858.92
2025-01-08 22:00:00+01:00,115.92,61110.88,7.02,14474.93,2498.95
2025-01-08 23:00:00+01:00,103.59,56537.89,6.57,14323.7,2187.4
2025-01-09 00:00:00+01:00,101.44,52827.92,5.85,13841.91,1836.71
2025-01-09 01:00:00+01:00,100.0,50637.42,5.66,13765.39,1521.69
2025-01-09 02:00:00+01:00,98.77,48984.94,5.49,13044.34,1133.77
2025-01-09 03:00:00+01:00,95.22,48715.16,5.12,12424.91,1168.52
2025-01-09 04:00:00+01:00,98.28,48886.85,4.89,12912.74,971.81
2025-01-09 05:00:00+01:00,102.65,51452.82,5.17,13101.57,823.81
2025-01-09 06:00:00+01:00,133.54,56843.62,5.17,12671.37,1015.44
2025-01-09 07:00:00+01:00,148.8,63640.32,5.58,11795.66,1251.63
2025-01-09 08:00:00+01:00,164.88,67841.01,32.4,11346.5,748.93
2025-01-09 09:00:00+01:00,156.15,68532.71,1849.68,10906.0,1205.91
2025-01-09 10:00:00+01:00,147.64,69438.73,4676.16,10959.9,680.67
2025-01-09 11:00:00+01:00,140.21,70309.8,6667.21,10380.03,694.12
2025-01-09 12:00:00+01:00,128.18,70913.68,6598.74,10314.98,1373.79
2025-01-09 13:00:00+01:00,121.15,71241.29,5292.11,11024.3,1360.61
2025-01-09 14:00:00+01:00,123.95,69540.18,3150.51,12282.28,1714.45
2025-01-09 15:00:00+01:00,127.53,69309.64,1494.97,14399.44,1766.52
2025-01-09 16:00:00+01:00,123.75,69132.35,267.95,17629.06,2028.99
2025-01-09 17:00:00+01:00,130.91,71418.54,11.28,19926.62,3192.27
2025-01-09 18:00:00+01:00,134.75,72153.2,9.98,21758.64,3809.18
2025-01-09 19:00:00+01:00,125.44,70417.77,9.17,23207.23,3558.87
2025-01-09 20:00:00+01:00,119.23,68233.08,6.9,24407.59,3657.96
2025-01-09 21:00:00+01:00,104.99,64175.85,7.59,25433.65,4040.67
2025-01-09 22:00:00+01:00,101.1,61394.58,8.36,25210.11,3492.43
2025-01-09 23:00:00+01:00,88.19,58171.06,7.3,25975.6,3899.57
2025-01-10 00:00:00+01:00,84.79,56323.99,34.9,26647.33,3502.42
2025-01-10 01:00:00+01:00,80.23,54473.53,7.05,27295.44,4793.16
2025-01-10 02:00:00+01:00,71.29,53405.31,6.52,27251.77,5387.98
2025-01-10 03:00:00+01:00,69.05,53099.39,7.01,27140.01,5208.66
2025-01-10 04:00:00+01:00,69.89,53693.42,6.37,26364.77,5267.37
2025-01-10 05:00:00+01:00,83.9,55554.29,6.56,25252.97,5232.13
2025-01-10 06:00:00+01:00,99.09,61106.67,6.56,25902.78,5158.29
2025-01-10 07:00:00+01:00,123.92,67383.23,7.31,24961.83,4784.68
2025-01-10 08:00:00+01:00,139.47,71058.47,16.02,23577.48,5257.92
2025-01-10 09:00:00+01:00,136.92,71769.97,1391.83,22724.29,4772.4
2025-01-10 10:00:00+01:00,123.57,72314.54,4196.42,21856.73,4648.81
2025-01-10 11:00:00+01:00,113.59,72290.22,6678.3,21321.64,3331.04
2025-01-10 12:00:00+01:00,107.43,72139.78,8527.03,21079.93,2397.41
2025-01-10 13:00:00+01:00,105.01,71161.29,8569.38,20713.72,2785.26
2025-01-10 14:00:00+01:00,110.01,69308.82,6839.68,20386.22,2938.01
2025-01-10 15:00:00+01:00,128.69,69058.01,3630.02,19368.29,3237.35
2025-01-10 16:00:00+01:00,134.87,68760.38,647.32,18785.84,3232.42
2025-01-10 17:00:00+01:00,142.56,71303.17,13.65,18777.9,3099.46
2025-01-10 18:00:00+01:00,144.12,71118.54,20.15,19016.65,3689.36
2025-01-10 19:00:00+01:00,141.05,69983.58,10.31,18527.37,3551.24
2025-01-10 20:00:00+01:00,134.82,66977.74,10.09,17897.2,3383.35
2025-01-10 21:00:00+01:00,122.51,63491.21,14.57,17557.3,3195.86
2025-01-10 22:00:00+01:00,119.77,60548.46,7.65,16826.13,2836.44
2025-01-10 23:00:00+01:00,111.71,57475.01,8.2,16573.05,2344.4
2025-01-11 00:00:00+01:00,106.64,54138.59,10.52,16145.07,1869.02
2025-01-11 01:00:00+01:00,98.99,51295.61,8.36,16129.15,1808.61
2025-01-11 02:00:00+01:00,95.71,49739.72,7.5,16720.74,2254.9
2025-01-11 03:00:00+01:00,89.45,49574.02,7.26,17277.73,2087.49
2025-01-11 04:00:00+01:00,88.35,49563.64,6.91,17467.97,2231.68
2025-01-11 05:00:00+01:00,88.4,49959.52,7.06,18393.06,1804.5
2025-01-11 06:00:00+01:00,88.13,50568.76,7.21,19147.89,2481.51
2025-01-11 07:00:00+01:00,94.68,52099.73,7.45,19658.65,1898.56
2025-01-11 08:00:00+01:00,107.65,55408.56,26.8,20608.98,2044.77
2025-01-11 09:00:00+01:00,103.14,57223.41,2057.67,21281.74,1538.27
2025-01-11 10:00:00+01:00,101.13,58911.32,5981.97,20556.85,1143.57
2025-01-11 11:00:00+01:00,99.56,59900.83,9904.41,20508.81,1373.89
2025-01-11 12:00:00+01:00,96.74,60442.71,10949.54,20986.33,734.37
2025-01-11 13:00:00+01:00,93.15,59845.5,10116.09,21602.4,1100.62
2025-01-11 14:00:00+01:00,94.9,59074.36,7826.42,22173.95,1702.94
2025-01-11 15:00:00+01:00,104.89,60060.31,4324.41,23590.1,2527.08
2025-01-11 16:00:00+01:00,112.12,60593.0,872.37,25280.53,3439.45
2025-01-11 17:00:00+01:00,119.8,64005.21,13.08,26342.04,3902.0
2025-01-11 18:00:00+01:00,122.34,65637.79,14.45,27122.01,3641.34
2025-01-11 19:00:00+01:00,114.85,64072.76,10.17,25931.81,4013.78
2025-01-11 20:00:00+01:00,111.19,61335.9,8.0,24416.45,4140.02
2025-01-11 21:00:00+01:00,104.8,58166.33,7.44,23297.45,3797.19
2025-01-11 22:00:00+01:00,103.07,56367.57,8.21,21617.6,3037.0
2025-01-11 23:00:00+01:00,105.69,53163.38,7.98,20023.85,2239.22
2025-01-12 00:00:00+01:00,83.58,50682.62,6.49,19324.95,2034.03
2025-01-12 01:00:00+01:00,83.79,48861.01,7.03,19053.53,1767.03
2025-01-12 02:00:00+01:00,86.75,48195.09,6.71,17633.03,1846.59
2025-01-12 03:00:00+01:00,84.2,47908.0,7.32,17802.33,2173.15
2025-01-12 04:00:00+01:00,85.0,47478.26,6.61,17370.79,2764.05
2025-01-12 05:00:00+01:00,83.75,47905.0,6.31,17933.37,2424.61
2025-01-12 06:00:00+01:00,85.9,47257.81,6.69,17247.91,1831.27
2025-01-12 07:00:00+01:00,101.75,48678.77,6.58,15355.17,1700.43
2025-01-12 08:00:00+01:00,114.67,50940.68,13.86,13485.41,1367.18
2025-01-12 09:00:00+01:00,120.07,53295.78,1732.95,11810.47,1548.35
2025-01-12 10:00:00+01:00,117.77,55780.31,5660.15,10557.2,1005.43
2025-01-12 11:00:00+01:00,105.61,57998.5,10195.73,9144.72,950.25
2025-01-12 12:00:00+01:00,102.99,58601.92,13156.52,8167.34,521.6
2025-01-12 13:00:00+01:00,99.61,56358.49,13865.45,8230.31,458.98
2025-01-12 14:00:00+01:00,104.74,54793.43,11950.83,8199.91,444.27
2025-01-12 15:00:00+01:00,118.7,53476.19,7013.38,7553.39,323.48
2025-01-12 16:00:00+01:00,132.92,54580.66,1337.72,7107.73,196.35
2025-01-12 17:00:00+01:00,141.0,58386.05,14.77,6886.95,197.76
2025-01-12 18:00:00+01:00,146.66,61245.47,10.04,6464.35,115.97
2025-01-12 19:00:00+01:00,143.66,60252.32,8.86,6286.74,126.75
2025-01-12 20:00:00+01:00,134.86,57907.94,6.92,5884.97,77.53
2025-01-12 21:00:00+01:00,127.49,55098.88,7.61,4756.43,81.45
2025-01-12 22:00:00+01:00,121.2,54755.95,7.43,3623.04,209.61
2025-01-12 23:00:00+01:00,114.9,52480.32,6.95,2615.72,175.67
2025-01-13 00:00:00+01:00,112.39,49715.33,7.93,2108.6,170.73
2025-01-13 01:00:00+01:00,105.07,48421.69,6.24,2024.06,279.85
2025-01-13 02:00:00+01:00,104.46,48126.84,6.07,2061.28,396.23
2025-01-13 03:00:00+01:00,100.37,47898.54,6.73,2266.86,854.35
2025-01-13 04:00:00+01:00,100.0,48865.2,6.51,3048.9,1645.88
2025-01-13 05:00:00+01:00,110.11,52550.98,6.57,3914.51,2213.3
2025-01-13 06:00:00+01:00,140.28,59014.83,7.78,3803.68,2444.47
2025-01-13 07:00:00+01:00,181.92,66790.15,15.29,3654.32,2854.6
2025-01-13 08:00:00+01:00,223.09,71447.41,72.76,3746.09,3624.0
2025-01-13 09:00:00+01:00,174.09,71959.46,2654.9,4435.09,4258.38
2025-01-13 10:00:00+01:00,141.69,72174.48,8251.13,5191.0,4832.38
2025-01-13 11:00:00+01:00,115.73,72410.31,13548.06,6065.86,5599.73
2025-01-13 12:00:00+01:00,104.1,73017.66,16326.03,6478.62,5660.19
2025-01-13 13:00:00+01:00,103.04,72404.02,17364.67,6743.64,5924.43
2025-01-13 14:00:00+01:00,104.67,70666.05,15080.43,7487.47,6134.89
2025-01-13 15:00:00+01:00,138.2,70379.39,8953.7,7219.8,6356.53
2025-01-13 16:00:00+01:00,142.62,70601.5,1883.02,8521.87,6753.7
2025-01-13 17:00:00+01:00,149.0,73402.6,21.67,9541.95,6314.04
2025-01-13 18:00:00+01:00,149.0,74888.2,14.93,11268.63,6236.18
2025-01-13 19:00:00+01:00,139.73,74739.78,10.38,13532.4,5993.0
2025-01-13 20:00:00+01:00,123.18,72065.98,8.29,14001.17,6036.15
2025-01-13 21:00:00+01:00,120.22,68759.66,11.64,14454.89,6018.06
2025-01-13 22:00:00+01:00,115.57,65005.45,8.29,15921.69,6055.68
2025-01-13 23:00:00+01:00,102.31,62003.68,7.23,17288.96,6445.84
2025-01-14 00:00:00+01:00,106.38,57987.03,7.72,17604.77,6109.16
2025-01-14 01:00:00+01:00,103.7,56554.39,7.69,17848.0,6301.15
2025-01-14 02:00:00+01:00,99.08,55872.2,7.62,18055.36,6263.91
2025-01-14 03:00:00+01:00,97.99,56421.05,7.65,17902.55,6332.05
2025-01-14 04:00:00+01:00,101.88,56113.46,7.28,17554.79,6264.25
2025-01-14 05:00:00+01:00,107.64,58543.01,6.25,17155.43,6176.79
2025-01-14 06:00:00+01:00,123.4,65157.76,7.38,17628.34,6364.9
2025-01-14 07:00:00+01:00,156.62,71778.36,17.23,17486.46,6173.09
2025-01-14 08:00:00+01:00,184.03,75796.33,66.61,17838.97,6398.92
2025-01-14 09:00:00+01:00,151.86,75743.04,3711.74,17763.55,6500.89
2025-01-14 10:00:00+01:00,117.62,76523.62,8540.28,17841.33,6597.51
2025-01-14 11:00:00+01:00,109.31,75065.86,11342.29,18068.08,6443.2
2025-01-14 12:00:00+01:00,103.11,75706.07,13021.99,18168.77,6625.24
2025-01-14 13:00:00+01:00,108.11,74688.34,13341.58,18671.62,6401.51
2025-01-14 14:00:00+01:00,115.35,73607.57,10702.27,18733.69,6257.07
2025-01-14 15:00:00+01:00,125.35,71908.25,6944.2,18836.84,6359.89
2025-01-14 16:00:00+01:00,141.97,72562.67,1722.85,19454.33,5909.29
2025-01-14 17:00:00+01:00,165.86,74223.87,18.31,20152.22,5540.4
2025-01-14 18:00:00+01:00,170.07,74954.62,12.25,20616.59,5315.34
2025-01-14 19:00:00+01:00,158.38,73362.65,9.07,19436.77,5582.72
2025-01-14 20:00:00+01:00,135.46,70612.88,7.18,18447.83,5684.41
2025-01-14 21:00:00+01:00,117.69,67452.74,7.03,17826.78,4720.33
2025-01-14 22:00:00+01:00,121.0,63882.76,6.91,17278.02,4057.45
2025-01-14 23:00:00+01:00,121.76,60102.03,7.0,17475.96,3277.71
2025-01-15 00:00:00+01:00,108.28,56152.74,8.99,17174.81,3235.12
2025-01-15 01:00:00+01:00,107.72,54456.15,8.52,17063.65,3153.04
2025-01-15 02:00:00+01:00,108.41,53454.26,8.29,16257.94,3179.51
2025-01-15 03:00:00+01:00,108.04,53433.17,8.72,14897.25,2900.35
2025-01-15 04:00:00+01:00,108.75,53370.5,7.71,13659.73,2604.15
2025-01-15 05:00:00+01:00,114.92,55512.06,7.99,12731.44,2190.17
2025-01-15 06:00:00+01:00,134.49,61104.78,7.58,11110.45,1701.95
2025-01-15 07:00:00+01:00,191.79,66992.06,9.22,8597.97,1241.84
2025-01-15 08:00:00+01:00,307.24,70664.8,21.73,7311.8,734.38
2025-01-15 09:00:00+01:00,315.02,70865.18,768.71,6277.59,296.95
2025-01-15 10:00:00+01:00,311.03,71611.07,2366.53,5546.69,142.01
2025-01-15 11:00:00+01:00,304.8,71573.0,4076.95,4285.46,73.01
